"","SYMBOL","ENSEMBL","gene"
"AGR3","AGR3","ENSG00000173467","AGR3"
"AGRN","AGRN","ENSG00000188157","AGRN"
"AGRP","AGRP","ENSG00000159723","AGRP"
"AGT","AGT","ENSG00000135744","AGT"
"AGTPBP1","AGTPBP1","ENSG00000135049","AGTPBP1"
"AGTR1","AGTR1","ENSG00000144891","AGTR1"
"AGTR2","AGTR2","ENSG00000180772","AGTR2"
"AGTRAP","AGTRAP","ENSG00000177674","AGTRAP"
"AGXT","AGXT","ENSG00000172482","AGXT"
"AGXT2","AGXT2","ENSG00000113492","AGXT2"
"AHCTF1","AHCTF1","ENSG00000153207","AHCTF1"
"AHCY","AHCY","ENSG00000101444","AHCY"
"AHCYL1","AHCYL1","ENSG00000168710","AHCYL1"
"AHCYL2","AHCYL2","ENSG00000158467","AHCYL2"
"AHDC1","AHDC1","ENSG00000126705","AHDC1"
"AHI1","AHI1","ENSG00000135541","AHI1"
"AHNAK","AHNAK","ENSG00000124942","AHNAK"
"AHNAK2","AHNAK2","ENSG00000185567","AHNAK2"
"AHR","AHR","ENSG00000106546","AHR"
"AHRR","AHRR","ENSG00000286169","AHRR"
"AHSA1","AHSA1","ENSG00000100591","AHSA1"
"AHSG","AHSG","ENSG00000145192","AHSG"
"AHSP","AHSP","ENSG00000169877","AHSP"
"AICDA","AICDA","ENSG00000111732","AICDA"
"AIDA","AIDA","ENSG00000186063","AIDA"
"AIF1","AIF1","ENSG00000204472","AIF1"
"AIF1L","AIF1L","ENSG00000126878","AIF1L"
"AIFM1","AIFM1","ENSG00000156709","AIFM1"
"AIFM2","AIFM2","ENSG00000042286","AIFM2"
"AIFM3","AIFM3","ENSG00000183773","AIFM3"
"AIG1","AIG1","ENSG00000146416","AIG1"
"AIM2","AIM2","ENSG00000163568","AIM2"
"AIMP1","AIMP1","ENSG00000164022","AIMP1"
"AIMP2","AIMP2","ENSG00000106305","AIMP2"
"AIP","AIP","ENSG00000110711","AIP"
"AIPL1","AIPL1","ENSG00000129221","AIPL1"
"AIRE","AIRE","ENSG00000160224","AIRE"
"AIRN","AIRN","ENSG00000268257","AIRN"
"AJAP1","AJAP1","ENSG00000196581","AJAP1"
"AJM1","AJM1","ENSG00000232434","AJM1"
"AJUBA","AJUBA","ENSG00000129474","AJUBA"
"AK1","AK1","ENSG00000106992","AK1"
"AK2","AK2","ENSG00000004455","AK2"
"AK3","AK3","ENSG00000147853","AK3"
"AK4","AK4","ENSG00000162433","AK4"
"AK5","AK5","ENSG00000154027","AK5"
"AK6","AK6","ENSG00000085231","AK6"
"AK7","AK7","ENSG00000140057","AK7"
"AK8","AK8","ENSG00000165695","AK8"
"AK9","AK9","ENSG00000155085","AK9"
"AKAIN1","AKAIN1","ENSG00000231824","AKAIN1"
"AKAP1","AKAP1","ENSG00000121057","AKAP1"
"AKAP10","AKAP10","ENSG00000108599","AKAP10"
"AKAP11","AKAP11","ENSG00000023516","AKAP11"
"AKAP12","AKAP12","ENSG00000131016","AKAP12"
"AKAP13","AKAP13","ENSG00000170776","AKAP13"
"AKAP14","AKAP14","ENSG00000186471","AKAP14"
"AKAP17A","AKAP17A","ENSG00000197976","AKAP17A"
"AKAP3","AKAP3","ENSG00000111254","AKAP3"
"AKAP4","AKAP4","ENSG00000147081","AKAP4"
"AKAP5","AKAP5","ENSG00000179841","AKAP5"
"AKAP6","AKAP6","ENSG00000151320","AKAP6"
"AKAP7","AKAP7","ENSG00000118507","AKAP7"
"AKAP8","AKAP8","ENSG00000105127","AKAP8"
"AKAP8L","AKAP8L","ENSG00000011243","AKAP8L"
"AKAP9","AKAP9","ENSG00000127914","AKAP9"
"AKIP1","AKIP1","ENSG00000166452","AKIP1"
"AKIRIN1","AKIRIN1","ENSG00000174574","AKIRIN1"
"AKIRIN2","AKIRIN2","ENSG00000135334","AKIRIN2"
"AKNA","AKNA","ENSG00000106948","AKNA"
"AKNAD1","AKNAD1","ENSG00000162641","AKNAD1"
"AKR1A1","AKR1A1","ENSG00000117448","AKR1A1"
"AKR1B1","AKR1B1","ENSG00000085662","AKR1B1"
"AKR1B10","AKR1B10","ENSG00000198074","AKR1B10"
"AKR1B15","AKR1B15","ENSG00000227471","AKR1B15"
"AKR1C1","AKR1C1","ENSG00000187134","AKR1C1"
"AKR1C2","AKR1C2","ENSG00000151632","AKR1C2"
"AKR1C3","AKR1C3","ENSG00000196139","AKR1C3"
"AKR1C4","AKR1C4","ENSG00000198610","AKR1C4"
"AKR1C8P","AKR1C8P","ENSG00000264006","AKR1C8P"
"AKR1D1","AKR1D1","ENSG00000122787","AKR1D1"
"AKR1E2","AKR1E2","ENSG00000165568","AKR1E2"
"AKR7A2","AKR7A2","ENSG00000053371","AKR7A2"
"AKR7A3","AKR7A3","ENSG00000162482","AKR7A3"
"AKT1","AKT1","ENSG00000142208","AKT1"
"AKT1S1","AKT1S1","ENSG00000204673","AKT1S1"
"AKT2","AKT2","ENSG00000105221","AKT2"
"AKT3","AKT3","ENSG00000117020","AKT3"
"AKTIP","AKTIP","ENSG00000166971","AKTIP"
"ALAD","ALAD","ENSG00000148218","ALAD"
"ALAS1","ALAS1","ENSG00000023330","ALAS1"
"ALAS2","ALAS2","ENSG00000158578","ALAS2"
"ALB","ALB","ENSG00000163631","ALB"
"ALCAM","ALCAM","ENSG00000170017","ALCAM"
"ALDH16A1","ALDH16A1","ENSG00000161618","ALDH16A1"
"ALDH18A1","ALDH18A1","ENSG00000059573","ALDH18A1"
"ALDH1A1","ALDH1A1","ENSG00000165092","ALDH1A1"
"ALDH1A2","ALDH1A2","ENSG00000128918","ALDH1A2"
"ALDH1A3","ALDH1A3","ENSG00000184254","ALDH1A3"
"ALDH1B1","ALDH1B1","ENSG00000137124","ALDH1B1"
"ALDH1L1","ALDH1L1","ENSG00000144908","ALDH1L1"
"ALDH1L1-AS1","ALDH1L1-AS1","ENSG00000250218","ALDH1L1-AS1"
"ALDH1L1-AS2","ALDH1L1-AS2","ENSG00000246022","ALDH1L1-AS2"
"ALDH1L2","ALDH1L2","ENSG00000136010","ALDH1L2"
"ALDH2","ALDH2","ENSG00000111275","ALDH2"
"ALDH3A1","ALDH3A1","ENSG00000108602","ALDH3A1"
"ALDH3A2","ALDH3A2","ENSG00000072210","ALDH3A2"
"ALDH3B1","ALDH3B1","ENSG00000006534","ALDH3B1"
"ALDH3B2","ALDH3B2","ENSG00000132746","ALDH3B2"
"ALDH4A1","ALDH4A1","ENSG00000159423","ALDH4A1"
"ALDH5A1","ALDH5A1","ENSG00000112294","ALDH5A1"
"ALDH6A1","ALDH6A1","ENSG00000119711","ALDH6A1"
"ALDH7A1","ALDH7A1","ENSG00000164904","ALDH7A1"
"ALDH8A1","ALDH8A1","ENSG00000118514","ALDH8A1"
"ALDH9A1","ALDH9A1","ENSG00000143149","ALDH9A1"
"ALDOA","ALDOA","ENSG00000149925","ALDOA"
"ALDOB","ALDOB","ENSG00000136872","ALDOB"
"ALDOC","ALDOC","ENSG00000109107","ALDOC"
"ALG1","ALG1","ENSG00000033011","ALG1"
"ALG10","ALG10","ENSG00000139133","ALG10"
"ALG10B","ALG10B","ENSG00000175548","ALG10B"
"ALG11","ALG11","ENSG00000253710","ALG11"
"ALG12","ALG12","ENSG00000182858","ALG12"
"ALG13","ALG13","ENSG00000101901","ALG13"
"ALG14","ALG14","ENSG00000172339","ALG14"
"ALG1L","ALG1L","ENSG00000189366","ALG1L"
"ALG1L2","ALG1L2","ENSG00000251287","ALG1L2"
"ALG1L9P","ALG1L9P","ENSG00000248671","ALG1L9P"
"ALG2","ALG2","ENSG00000119523","ALG2"
"ALG3","ALG3","ENSG00000214160","ALG3"
"ALG5","ALG5","ENSG00000120697","ALG5"
"ALG6","ALG6","ENSG00000088035","ALG6"
"ALG8","ALG8","ENSG00000159063","ALG8"
"ALG9","ALG9","ENSG00000086848","ALG9"
"ALK","ALK","ENSG00000171094","ALK"
"ALKAL1","ALKAL1","ENSG00000196711","ALKAL1"
"ALKAL2","ALKAL2","ENSG00000189292","ALKAL2"
"ALKBH1","ALKBH1","ENSG00000100601","ALKBH1"
"ALKBH2","ALKBH2","ENSG00000189046","ALKBH2"
"ALKBH3","ALKBH3","ENSG00000166199","ALKBH3"
"ALKBH3-AS1","ALKBH3-AS1","ENSG00000244926","ALKBH3-AS1"
"ALKBH4","ALKBH4","ENSG00000160993","ALKBH4"
"ALKBH5","ALKBH5","ENSG00000091542","ALKBH5"
"ALKBH6","ALKBH6","ENSG00000239382","ALKBH6"
"ALKBH7","ALKBH7","ENSG00000125652","ALKBH7"
"ALKBH8","ALKBH8","ENSG00000137760","ALKBH8"
"ALLC","ALLC","ENSG00000151360","ALLC"
"ALMS1","ALMS1","ENSG00000116127","ALMS1"
"ALMS1-IT1","ALMS1-IT1","ENSG00000230002","ALMS1-IT1"
"ALOX12","ALOX12","ENSG00000108839","ALOX12"
"ALOX12-AS1","ALOX12-AS1","ENSG00000215067","ALOX12-AS1"
"ALOX12B","ALOX12B","ENSG00000179477","ALOX12B"
"ALOX15","ALOX15","ENSG00000161905","ALOX15"
"ALOX15B","ALOX15B","ENSG00000179593","ALOX15B"
"ALOX5","ALOX5","ENSG00000012779","ALOX5"
"ALOX5AP","ALOX5AP","ENSG00000132965","ALOX5AP"
"ALOXE3","ALOXE3","ENSG00000179148","ALOXE3"
"ALPG","ALPG","ENSG00000163286","ALPG"
"ALPI","ALPI","ENSG00000163295","ALPI"
"ALPK1","ALPK1","ENSG00000073331","ALPK1"
"ALPK2","ALPK2","ENSG00000198796","ALPK2"
"ALPK3","ALPK3","ENSG00000136383","ALPK3"
"ALPL","ALPL","ENSG00000162551","ALPL"
"ALPP","ALPP","ENSG00000163283","ALPP"
"ALS2","ALS2","ENSG00000003393","ALS2"
"ALS2CL","ALS2CL","ENSG00000178038","ALS2CL"
"ALX1","ALX1","ENSG00000180318","ALX1"
"ALX3","ALX3","ENSG00000156150","ALX3"
"ALX4","ALX4","ENSG00000052850","ALX4"
"ALYREF","ALYREF","ENSG00000183684","ALYREF"
"AMACR","AMACR","ENSG00000242110","AMACR"
"AMBN","AMBN","ENSG00000178522","AMBN"
"AMBP","AMBP","ENSG00000106927","AMBP"
"AMBRA1","AMBRA1","ENSG00000110497","AMBRA1"
"AMD1","AMD1","ENSG00000123505","AMD1"
"AMDHD1","AMDHD1","ENSG00000139344","AMDHD1"
"AMDHD2","AMDHD2","ENSG00000162066","AMDHD2"
"AMELX","AMELX","ENSG00000125363","AMELX"
"AMELY","AMELY","ENSG00000099721","AMELY"
"AMER1","AMER1","ENSG00000184675","AMER1"
"AMER2","AMER2","ENSG00000165566","AMER2"
"AMER3","AMER3","ENSG00000178171","AMER3"
"AMFR","AMFR","ENSG00000159461","AMFR"
"AMH","AMH","ENSG00000104899","AMH"
"AMHR2","AMHR2","ENSG00000135409","AMHR2"
"AMIGO1","AMIGO1","ENSG00000181754","AMIGO1"
"AMIGO2","AMIGO2","ENSG00000139211","AMIGO2"
"AMIGO3","AMIGO3","ENSG00000176020","AMIGO3"
"AMMECR1","AMMECR1","ENSG00000101935","AMMECR1"
"AMMECR1L","AMMECR1L","ENSG00000144233","AMMECR1L"
"AMN","AMN","ENSG00000166126","AMN"
"AMN1","AMN1","ENSG00000151743","AMN1"
"AMOT","AMOT","ENSG00000126016","AMOT"
"AMOTL1","AMOTL1","ENSG00000166025","AMOTL1"
"AMOTL2","AMOTL2","ENSG00000114019","AMOTL2"
"AMPD1","AMPD1","ENSG00000116748","AMPD1"
"AMPD2","AMPD2","ENSG00000116337","AMPD2"
"AMPD3","AMPD3","ENSG00000133805","AMPD3"
"AMPH","AMPH","ENSG00000078053","AMPH"
"AMT","AMT","ENSG00000145020","AMT"
"AMTN","AMTN","ENSG00000187689","AMTN"
"AMY1A","AMY1A","ENSG00000237763","AMY1A"
"AMY1B","AMY1B","ENSG00000174876","AMY1B"
"AMY1C","AMY1C","ENSG00000187733","AMY1C"
"AMY2A","AMY2A","ENSG00000243480","AMY2A"
"AMY2B","AMY2B","ENSG00000240038","AMY2B"
"AMZ1","AMZ1","ENSG00000174945","AMZ1"
"AMZ2","AMZ2","ENSG00000196704","AMZ2"
"ANAPC1","ANAPC1","ENSG00000153107","ANAPC1"
"ANAPC10","ANAPC10","ENSG00000164162","ANAPC10"
"ANAPC11","ANAPC11","ENSG00000141552","ANAPC11"
"ANAPC13","ANAPC13","ENSG00000129055","ANAPC13"
"ANAPC15","ANAPC15","ENSG00000110200","ANAPC15"
"ANAPC16","ANAPC16","ENSG00000166295","ANAPC16"
"ANAPC2","ANAPC2","ENSG00000176248","ANAPC2"
"ANAPC4","ANAPC4","ENSG00000053900","ANAPC4"
"ANAPC5","ANAPC5","ENSG00000089053","ANAPC5"
"ANAPC7","ANAPC7","ENSG00000196510","ANAPC7"
"ANG","ANG","ENSG00000214274","ANG"
"ANGEL1","ANGEL1","ENSG00000013523","ANGEL1"
"ANGEL2","ANGEL2","ENSG00000174606","ANGEL2"
"ANGPT1","ANGPT1","ENSG00000154188","ANGPT1"
"ANGPT2","ANGPT2","ENSG00000091879","ANGPT2"
"ANGPT4","ANGPT4","ENSG00000101280","ANGPT4"
"ANGPTL1","ANGPTL1","ENSG00000116194","ANGPTL1"
"ANGPTL2","ANGPTL2","ENSG00000136859","ANGPTL2"
"ANGPTL3","ANGPTL3","ENSG00000132855","ANGPTL3"
"ANGPTL4","ANGPTL4","ENSG00000167772","ANGPTL4"
"ANGPTL5","ANGPTL5","ENSG00000187151","ANGPTL5"
"ANGPTL6","ANGPTL6","ENSG00000130812","ANGPTL6"
"ANGPTL7","ANGPTL7","ENSG00000171819","ANGPTL7"
"ANGPTL8","ANGPTL8","ENSG00000130173","ANGPTL8"
"ANHX","ANHX","ENSG00000227059","ANHX"
"ANK1","ANK1","ENSG00000029534","ANK1"
"ANK2","ANK2","ENSG00000145362","ANK2"
"ANK3","ANK3","ENSG00000151150","ANK3"
"ANKAR","ANKAR","ENSG00000151687","ANKAR"
"ANKDD1A","ANKDD1A","ENSG00000166839","ANKDD1A"
"ANKDD1B","ANKDD1B","ENSG00000189045","ANKDD1B"
"ANKEF1","ANKEF1","ENSG00000132623","ANKEF1"
"ANKFN1","ANKFN1","ENSG00000153930","ANKFN1"
"ANKFY1","ANKFY1","ENSG00000185722","ANKFY1"
"ANKH","ANKH","ENSG00000154122","ANKH"
"ANKHD1","ANKHD1","ENSG00000131503","ANKHD1"
"ANKIB1","ANKIB1","ENSG00000001629","ANKIB1"
"ANKK1","ANKK1","ENSG00000170209","ANKK1"
"ANKLE1","ANKLE1","ENSG00000160117","ANKLE1"
"ANKLE2","ANKLE2","ENSG00000176915","ANKLE2"
"ANKMY1","ANKMY1","ENSG00000144504","ANKMY1"
"ANKMY2","ANKMY2","ENSG00000106524","ANKMY2"
"ANKRA2","ANKRA2","ENSG00000164331","ANKRA2"
"ANKRD1","ANKRD1","ENSG00000148677","ANKRD1"
"ANKRD10","ANKRD10","ENSG00000088448","ANKRD10"
"ANKRD11","ANKRD11","ENSG00000167522","ANKRD11"
"ANKRD12","ANKRD12","ENSG00000101745","ANKRD12"
"ANKRD13A","ANKRD13A","ENSG00000076513","ANKRD13A"
"ANKRD13B","ANKRD13B","ENSG00000198720","ANKRD13B"
"ANKRD13C","ANKRD13C","ENSG00000118454","ANKRD13C"
"ANKRD13D","ANKRD13D","ENSG00000172932","ANKRD13D"
"ANKRD16","ANKRD16","ENSG00000134461","ANKRD16"
"ANKRD17","ANKRD17","ENSG00000132466","ANKRD17"
"ANKRD18A","ANKRD18A","ENSG00000180071","ANKRD18A"
"ANKRD18B","ANKRD18B","ENSG00000230453","ANKRD18B"
"ANKRD2","ANKRD2","ENSG00000165887","ANKRD2"
"ANKRD20A1","ANKRD20A1","ENSG00000260691","ANKRD20A1"
"ANKRD22","ANKRD22","ENSG00000152766","ANKRD22"
"ANKRD23","ANKRD23","ENSG00000163126","ANKRD23"
"ANKRD24","ANKRD24","ENSG00000089847","ANKRD24"
"ANKRD26","ANKRD26","ENSG00000107890","ANKRD26"
"ANKRD27","ANKRD27","ENSG00000105186","ANKRD27"
"ANKRD28","ANKRD28","ENSG00000206560","ANKRD28"
"ANKRD29","ANKRD29","ENSG00000154065","ANKRD29"
"ANKRD30A","ANKRD30A","ENSG00000148513","ANKRD30A"
"ANKRD30B","ANKRD30B","ENSG00000180777","ANKRD30B"
"ANKRD30BL","ANKRD30BL","ENSG00000163046","ANKRD30BL"
"ANKRD31","ANKRD31","ENSG00000145700","ANKRD31"
"ANKRD33","ANKRD33","ENSG00000167612","ANKRD33"
"ANKRD33B","ANKRD33B","ENSG00000164236","ANKRD33B"
"ANKRD34A","ANKRD34A","ENSG00000272031","ANKRD34A"
"ANKRD34B","ANKRD34B","ENSG00000189127","ANKRD34B"
"ANKRD34C","ANKRD34C","ENSG00000235711","ANKRD34C"
"ANKRD34C-AS1","ANKRD34C-AS1","ENSG00000259234","ANKRD34C-AS1"
"ANKRD35","ANKRD35","ENSG00000198483","ANKRD35"
"ANKRD36","ANKRD36","ENSG00000135976","ANKRD36"
"ANKRD36B","ANKRD36B","ENSG00000196912","ANKRD36B"
"ANKRD36C","ANKRD36C","ENSG00000174501","ANKRD36C"
"ANKRD37","ANKRD37","ENSG00000186352","ANKRD37"
"ANKRD39","ANKRD39","ENSG00000213337","ANKRD39"
"ANKRD40","ANKRD40","ENSG00000154945","ANKRD40"
"ANKRD40CL","ANKRD40CL","ENSG00000167117","ANKRD40CL"
"ANKRD42","ANKRD42","ENSG00000137494","ANKRD42"
"ANKRD44","ANKRD44","ENSG00000065413","ANKRD44"
"ANKRD44-IT1","ANKRD44-IT1","ENSG00000236977","ANKRD44-IT1"
"ANKRD45","ANKRD45","ENSG00000183831","ANKRD45"
"ANKRD46","ANKRD46","ENSG00000186106","ANKRD46"
"ANKRD49","ANKRD49","ENSG00000168876","ANKRD49"
"ANKRD50","ANKRD50","ENSG00000151458","ANKRD50"
"ANKRD52","ANKRD52","ENSG00000139645","ANKRD52"
"ANKRD53","ANKRD53","ENSG00000144031","ANKRD53"
"ANKRD54","ANKRD54","ENSG00000100124","ANKRD54"
"ANKRD55","ANKRD55","ENSG00000164512","ANKRD55"
"ANKRD6","ANKRD6","ENSG00000135299","ANKRD6"
"ANKRD60","ANKRD60","ENSG00000124227","ANKRD60"
"ANKRD61","ANKRD61","ENSG00000157999","ANKRD61"
"ANKRD62","ANKRD62","ENSG00000181626","ANKRD62"
"ANKRD63","ANKRD63","ENSG00000230778","ANKRD63"
"ANKRD65","ANKRD65","ENSG00000235098","ANKRD65"
"ANKRD66","ANKRD66","ENSG00000230062","ANKRD66"
"ANKRD7","ANKRD7","ENSG00000106013","ANKRD7"
"ANKRD9","ANKRD9","ENSG00000156381","ANKRD9"
"ANKS1A","ANKS1A","ENSG00000064999","ANKS1A"
"ANKS1B","ANKS1B","ENSG00000185046","ANKS1B"
"ANKS3","ANKS3","ENSG00000168096","ANKS3"
"ANKS4B","ANKS4B","ENSG00000175311","ANKS4B"
"ANKS6","ANKS6","ENSG00000165138","ANKS6"
"ANKUB1","ANKUB1","ENSG00000206199","ANKUB1"
"ANKZF1","ANKZF1","ENSG00000163516","ANKZF1"
"ANLN","ANLN","ENSG00000011426","ANLN"
"ANO1","ANO1","ENSG00000131620","ANO1"
"ANO10","ANO10","ENSG00000160746","ANO10"
"ANO2","ANO2","ENSG00000047617","ANO2"
"ANO3","ANO3","ENSG00000134343","ANO3"
"ANO4","ANO4","ENSG00000151572","ANO4"
"ANO5","ANO5","ENSG00000171714","ANO5"
"ANO6","ANO6","ENSG00000177119","ANO6"
"ANO7","ANO7","ENSG00000146205","ANO7"
"ANO8","ANO8","ENSG00000074855","ANO8"
"ANO9","ANO9","ENSG00000185101","ANO9"
"ANOS1","ANOS1","ENSG00000011201","ANOS1"
"ANP32A","ANP32A","ENSG00000140350","ANP32A"
"ANP32B","ANP32B","ENSG00000136938","ANP32B"
"ANP32D","ANP32D","ENSG00000139223","ANP32D"
"ANP32E","ANP32E","ENSG00000143401","ANP32E"
"ANPEP","ANPEP","ENSG00000166825","ANPEP"
"ANTKMT","ANTKMT","ENSG00000103254","ANTKMT"
"ANTXR1","ANTXR1","ENSG00000169604","ANTXR1"
"ANTXR2","ANTXR2","ENSG00000163297","ANTXR2"
"ANTXRL","ANTXRL","ENSG00000274209","ANTXRL"
"ANXA1","ANXA1","ENSG00000135046","ANXA1"
"ANXA10","ANXA10","ENSG00000109511","ANXA10"
"ANXA11","ANXA11","ENSG00000122359","ANXA11"
"ANXA13","ANXA13","ENSG00000104537","ANXA13"
"ANXA2","ANXA2","ENSG00000182718","ANXA2"
"ANXA2R","ANXA2R","ENSG00000177721","ANXA2R"
"ANXA3","ANXA3","ENSG00000138772","ANXA3"
"ANXA4","ANXA4","ENSG00000196975","ANXA4"
"ANXA5","ANXA5","ENSG00000164111","ANXA5"
"ANXA6","ANXA6","ENSG00000197043","ANXA6"
"ANXA7","ANXA7","ENSG00000138279","ANXA7"
"ANXA8","ANXA8","ENSG00000265190","ANXA8"
"ANXA8L1","ANXA8L1","ENSG00000264230","ANXA8L1"
"ANXA9","ANXA9","ENSG00000143412","ANXA9"
"AOAH","AOAH","ENSG00000136250","AOAH"
"AOAH-IT1","AOAH-IT1","ENSG00000230539","AOAH-IT1"
"AOC1","AOC1","ENSG00000002726","AOC1"
"AOC2","AOC2","ENSG00000131480","AOC2"
"AOC3","AOC3","ENSG00000131471","AOC3"
"AOPEP","AOPEP","ENSG00000148120","AOPEP"
"AOX1","AOX1","ENSG00000138356","AOX1"
"AP1AR","AP1AR","ENSG00000138660","AP1AR"
"AP1B1","AP1B1","ENSG00000100280","AP1B1"
"AP1G1","AP1G1","ENSG00000166747","AP1G1"
"AP1G2","AP1G2","ENSG00000213983","AP1G2"
"AP1M1","AP1M1","ENSG00000072958","AP1M1"
"AP1M2","AP1M2","ENSG00000129354","AP1M2"
"AP1S1","AP1S1","ENSG00000106367","AP1S1"
"AP1S2","AP1S2","ENSG00000182287","AP1S2"
"AP1S3","AP1S3","ENSG00000152056","AP1S3"
"AP2A1","AP2A1","ENSG00000196961","AP2A1"
"AP2A2","AP2A2","ENSG00000183020","AP2A2"
"AP2B1","AP2B1","ENSG00000006125","AP2B1"
"AP2M1","AP2M1","ENSG00000161203","AP2M1"
"AP2S1","AP2S1","ENSG00000042753","AP2S1"
"AP3B1","AP3B1","ENSG00000132842","AP3B1"
"AP3B2","AP3B2","ENSG00000103723","AP3B2"
"AP3D1","AP3D1","ENSG00000065000","AP3D1"
"AP3M1","AP3M1","ENSG00000185009","AP3M1"
"AP3M2","AP3M2","ENSG00000070718","AP3M2"
"AP3S1","AP3S1","ENSG00000177879","AP3S1"
"AP3S2","AP3S2","ENSG00000157823","AP3S2"
"AP4B1","AP4B1","ENSG00000134262","AP4B1"
"AP4B1-AS1","AP4B1-AS1","ENSG00000226167","AP4B1-AS1"
"AP4E1","AP4E1","ENSG00000081014","AP4E1"
"AP4M1","AP4M1","ENSG00000221838","AP4M1"
"AP4S1","AP4S1","ENSG00000100478","AP4S1"
"AP5B1","AP5B1","ENSG00000254470","AP5B1"
"AP5M1","AP5M1","ENSG00000053770","AP5M1"
"AP5S1","AP5S1","ENSG00000125843","AP5S1"
"AP5Z1","AP5Z1","ENSG00000242802","AP5Z1"
"APAF1","APAF1","ENSG00000120868","APAF1"
"APBA1","APBA1","ENSG00000107282","APBA1"
"APBA2","APBA2","ENSG00000034053","APBA2"
"APBA3","APBA3","ENSG00000011132","APBA3"
"APBB1","APBB1","ENSG00000166313","APBB1"
"APBB1IP","APBB1IP","ENSG00000077420","APBB1IP"
"APBB2","APBB2","ENSG00000163697","APBB2"
"APBB3","APBB3","ENSG00000113108","APBB3"
"APC","APC","ENSG00000134982","APC"
"APC2","APC2","ENSG00000115266","APC2"
"APCDD1","APCDD1","ENSG00000154856","APCDD1"
"APCDD1L","APCDD1L","ENSG00000198768","APCDD1L"
"APCDD1L-DT","APCDD1L-DT","ENSG00000231290","APCDD1L-DT"
"APCS","APCS","ENSG00000132703","APCS"
"APEH","APEH","ENSG00000164062","APEH"
"APELA","APELA","ENSG00000248329","APELA"
"APEX1","APEX1","ENSG00000100823","APEX1"
"APEX2","APEX2","ENSG00000169188","APEX2"
"APH1A","APH1A","ENSG00000117362","APH1A"
"APH1B","APH1B","ENSG00000138613","APH1B"
"API5","API5","ENSG00000166181","API5"
"APIP","APIP","ENSG00000149089","APIP"
"APLF","APLF","ENSG00000169621","APLF"
"APLN","APLN","ENSG00000171388","APLN"
"APLNR","APLNR","ENSG00000134817","APLNR"
"APLP1","APLP1","ENSG00000105290","APLP1"
"APLP2","APLP2","ENSG00000084234","APLP2"
"APMAP","APMAP","ENSG00000101474","APMAP"
"APOA1","APOA1","ENSG00000118137","APOA1"
"APOA1-AS","APOA1-AS","ENSG00000235910","APOA1-AS"
"APOA2","APOA2","ENSG00000158874","APOA2"
"APOA4","APOA4","ENSG00000110244","APOA4"
"APOA5","APOA5","ENSG00000110243","APOA5"
"APOB","APOB","ENSG00000084674","APOB"
"APOBEC1","APOBEC1","ENSG00000111701","APOBEC1"
"APOBEC2","APOBEC2","ENSG00000124701","APOBEC2"
"APOBEC3A","APOBEC3A","ENSG00000128383","APOBEC3A"
"APOBEC3B","APOBEC3B","ENSG00000179750","APOBEC3B"
"APOBEC3B-AS1","APOBEC3B-AS1","ENSG00000249310","APOBEC3B-AS1"
"APOBEC3C","APOBEC3C","ENSG00000244509","APOBEC3C"
"APOBEC3D","APOBEC3D","ENSG00000243811","APOBEC3D"
"APOBEC3F","APOBEC3F","ENSG00000128394","APOBEC3F"
"APOBEC3G","APOBEC3G","ENSG00000239713","APOBEC3G"
"APOBEC3H","APOBEC3H","ENSG00000100298","APOBEC3H"
"APOBEC4","APOBEC4","ENSG00000173627","APOBEC4"
"APOBR","APOBR","ENSG00000184730","APOBR"
"APOC1","APOC1","ENSG00000130208","APOC1"
"APOC2","APOC2","ENSG00000234906","APOC2"
"APOC3","APOC3","ENSG00000110245","APOC3"
"APOC4","APOC4","ENSG00000267467","APOC4"
"APOD","APOD","ENSG00000189058","APOD"
"APOE","APOE","ENSG00000130203","APOE"
"APOF","APOF","ENSG00000175336","APOF"
"APOH","APOH","ENSG00000091583","APOH"
"APOL1","APOL1","ENSG00000100342","APOL1"
"APOL2","APOL2","ENSG00000128335","APOL2"
"APOL3","APOL3","ENSG00000128284","APOL3"
"APOL4","APOL4","ENSG00000100336","APOL4"
"APOL5","APOL5","ENSG00000128313","APOL5"
"APOL6","APOL6","ENSG00000221963","APOL6"
"APOLD1","APOLD1","ENSG00000178878","APOLD1"
"APOM","APOM","ENSG00000204444","APOM"
"APOO","APOO","ENSG00000184831","APOO"
"APOOL","APOOL","ENSG00000155008","APOOL"
"APP","APP","ENSG00000142192","APP"
"APPBP2","APPBP2","ENSG00000062725","APPBP2"
"APPL1","APPL1","ENSG00000157500","APPL1"
"APPL2","APPL2","ENSG00000136044","APPL2"
"APRT","APRT","ENSG00000198931","APRT"
"APTR","APTR","ENSG00000214293","APTR"
"APTX","APTX","ENSG00000137074","APTX"
"AQP1","AQP1","ENSG00000240583","AQP1"
"AQP10","AQP10","ENSG00000143595","AQP10"
"AQP11","AQP11","ENSG00000178301","AQP11"
"AQP12A","AQP12A","ENSG00000184945","AQP12A"
"AQP12B","AQP12B","ENSG00000185176","AQP12B"
"AQP2","AQP2","ENSG00000167580","AQP2"
"AQP3","AQP3","ENSG00000165272","AQP3"
"AQP4","AQP4","ENSG00000171885","AQP4"
"AQP4-AS1","AQP4-AS1","ENSG00000260372","AQP4-AS1"
"AQP5","AQP5","ENSG00000161798","AQP5"
